Locality,Type,Rent/Month,Build_up_area(sq.ft),Furnishing,Bathrooms,Balcony,Parking,Carpet_area(sq.ft),
Andheri,2 BHK Apartment,18000,1200 sq.ft,Unfurnished,2,1,1,850 sq.ft,Kasarani
Chembur,3 BHK Apartment,90000,1400 sq.ft,Fully Furnished,3,1,1,1200 sq.ft,UpperHill
Goregaon,3 BHK Apartment,90000,1500 sq.ft,Unfurnished,3,3,1,Missing,UpperHill
Mahim,1 BHK Apartment,64000,850 sq.ft,Fully Furnished,1,Missing,1,600 sq.ft,UpperHill
Powai,3 BHK Apartment,90000,1502 sq.ft,Fully Furnished,2,1,1,980 sq.ft,UpperHill
Sion,2 BHK Apartment,64000,983 sq.ft,Unfurnished,2,1,1,Missing,UpperHill
Vikhroli,3 BHK Apartment,90000,1560 sq.ft,Unfurnished,2,1,1,954 sq.ft,UpperHill
Vile Parle,3 BHK Apartment,90000,1850 sq.ft,Unfurnished,3,Missing,1,1500 sq.ft,UpperHill
Worli,1 BHK Apartment,64000,600 sq.ft,Fully Furnished,1,Missing,1,500 sq.ft,UpperHill
Chembur,2 BHK Apartment,63900,1145 sq.ft,Fully Furnished,2,1,1,725 sq.ft,UpperHill
Andheri,2 BHK Apartment,19000,1200 sq.ft,Unfurnished,2,1,2,750 sq.ft,Kinoo
Andheri,2 BHK Apartment,25000,1200 sq.ft,Unfurnished,2,Missing,2,760 sq.ft,Kikuyu
Andheri,2 BHK Apartment,25000,1200 sq.ft,Unfurnished,2,2,1,680 sq.ft,Kikuyu
Bandra,1 BHK Apartment,63000,650 sq.ft,Fully Furnished,1,Missing,1,Missing,UpperHill
Bandra,1 BHK Apartment,63000,550 sq.ft,Fully Furnished,1,Missing,1,500 sq.ft,UpperHill
Goregaon,3 BHK Apartment,90000,1200 sq.ft,Fully Furnished,2,Missing,1,Missing,UpperHill
Goregaon,3 BHK Apartment,90000,1500 sq.ft,Fully Furnished,3,2,2,1100 sq.ft,UpperHill
Goregaon,3 BHK Apartment,90000,1500 sq.ft,Unfurnished,3,Missing,2,1100 sq.ft,UpperHill
Lokhandwala,2 BHK Apartment,63000,1050 sq.ft,Fully Furnished,2,Missing,2,800 sq.ft,UpperHill
Mahim,2 BHK Apartment,63000,1050 sq.ft,Fully Furnished,2,Missing,0,825 sq.ft,UpperHill
Malad,2 BHK Apartment,63000,900 sq.ft,Unfurnished,2,Missing,1,737 sq.ft,UpperHill
Powai,3 BHK Apartment,90000,1550 sq.ft,Fully Furnished,3,Missing,1,1200 sq.ft,UpperHill
Powai,3 BHK Apartment,90000,1500 sq.ft,Unfurnished,3,Missing,1,970 sq.ft,UpperHill
Powai,2 BHK Apartment,63000,1000 sq.ft,Fully Furnished,2,Missing,1,700 sq.ft,UpperHill
Sion,2 BHK Apartment,63000,730 sq.ft,Unfurnished,2,3,1,Missing,UpperHill
Sion,2 BHK Apartment,63000,820 sq.ft,Unfurnished,2,2,1,Missing,UpperHill
Vikhroli,3 BHK Apartment,90000,1569 sq.ft,Unfurnished,2,1,1,950 sq.ft,UpperHill
Vikhroli,2 BHK Apartment,63000,1080 sq.ft,Fully Furnished,2,Missing,1,910 sq.ft,UpperHill
Vile Parle,3 BHK Apartment,90000,1450 sq.ft,Unfurnished,3,Missing,2,850 sq.ft,UpperHill
Vile Parle,2 BHK Apartment,63000,1200 sq.ft,Fully Furnished,2,1,1,850 sq.ft,UpperHill
Wadala,2 BHK Apartment,63000,1000 sq.ft,Unfurnished,2,Missing,1,850 sq.ft,UpperHill
Worli,1 BHK Apartment,63000,650 sq.ft,Fully Furnished,2,Missing,1,550 sq.ft,UpperHill
Worli,1 BHK Apartment,63000,650 sq.ft,Fully Furnished,2,Missing,1,550 sq.ft,UpperHill
Worli,1 BHK Apartment,63000,650 sq.ft,Fully Furnished,1,Missing,1,500 sq.ft,UpperHill
Chembur,3 BHK Apartment,90000,1358 sq.ft,Unfurnished,3,4,1,Missing,UpperHill
Chembur,3 BHK Apartment,90000,1358 sq.ft,Unfurnished,3,4,1,Missing,UpperHill
Andheri,2 BHK Apartment,41000,1200 sq.ft,Unfurnished,2,Missing,2,750 sq.ft,Langata
Andheri,2 BHK Apartment,41000,1200 sq.ft,Unfurnished,2,Missing,2,850 sq.ft,Langata
Andheri,2 BHK Apartment,40000,1200 sq.ft,Unfurnished,2,Missing,2,847 sq.ft,Langata
Andheri,2 BHK Apartment,40000,1200 sq.ft,Unfurnished,2,Missing,2,750 sq.ft,Langata
Andheri,2 BHK Apartment,38000,1200 sq.ft,Unfurnished,2,3,1,760 sq.ft,Langata
Andheri,3 BHK Apartment,24000,1210 sq.ft,Unfurnished,2,Missing,1,842 sq.ft,Kasarani
Bandra,2 BHK Apartment,62000,1000 sq.ft,Unfurnished,2,Missing,1,700 sq.ft,UpperHill
Bandra,1 BHK Apartment,62000,650 sq.ft,Fully Furnished,2,2,1,550 sq.ft,UpperHill
Bandra,1 BHK Apartment,62000,680 sq.ft,Fully Furnished,1,1,1,550 sq.ft,UpperHill
Bandra,2 BHK Apartment,62000,800 sq.ft,Fully Furnished,1,1,1,650 sq.ft,UpperHill
Chembur,3 BHK Apartment,90000,1300 sq.ft,Unfurnished,3,1,1,1100 sq.ft,UpperHill
Chembur,3 BHK Apartment,90000,1450 sq.ft,Fully Furnished,3,Missing,3,1050 sq.ft,UpperHill
Ghatkopar,3 BHK Apartment,90000,1090 sq.ft,Fully Furnished,2,Missing,3,850 sq.ft,UpperHill
Goregaon,3 BHK Apartment,90000,1600 sq.ft,Unfurnished,3,3,2,1000 sq.ft,UpperHill
Jogeshwari,3 BHK Apartment,90000,1600 sq.ft,Unfurnished,3,Missing,0,Missing,UpperHill
Juhu,2 BHK Apartment,62000,845 sq.ft,Fully Furnished,2,Missing,1,815 sq.ft,UpperHill
Malad,3 BHK Apartment,90000,1902 sq.ft,Unfurnished,3,Missing,0,Missing,UpperHill
Powai,3 BHK Apartment,90000,1350 sq.ft,Fully Furnished,3,1,1,980 sq.ft,UpperHill
Powai,3 BHK Apartment,90000,1470 sq.ft,Unfurnished,2,2,1,975 sq.ft,UpperHill
Powai,2 BHK Apartment,62000,1000 sq.ft,Fully Furnished,2,Missing,1,730 sq.ft,UpperHill
Powai,3 BHK Apartment,90000,1500 sq.ft,Fully Furnished,3,3,1,1300 sq.ft,UpperHill
Powai,3 BHK Apartment,90000,1740 sq.ft,Fully Furnished,3,1,1,1410 sq.ft,UpperHill
Powai,2 BHK Apartment,62000,1200 sq.ft,Fully Furnished,2,Missing,1,800 sq.ft,UpperHill
Powai,2 BHK Apartment,62000,880 sq.ft,Fully Furnished,2,1,1,650 sq.ft,UpperHill
Powai,3 BHK Apartment,90000,1700 sq.ft,Fully Furnished,3,1,1,1200 sq.ft,UpperHill
Prabhadevi,2 BHK Apartment,62000,600 sq.ft,Fully Furnished,1,Missing,0,500 sq.ft,UpperHill
Sion,2 BHK Apartment,62000,830 sq.ft,Unfurnished,2,3,1,Missing,UpperHill
Sion,2 BHK Apartment,62000,980 sq.ft,Unfurnished,2,3,1,Missing,UpperHill
Sion,2 BHK Apartment,62000,820 sq.ft,Unfurnished,2,2,1,Missing,UpperHill
Sion,2 BHK Apartment,62000,780 sq.ft,Unfurnished,2,2,1,Missing,UpperHill
Vikhroli,2 BHK Apartment,62000,1200 sq.ft,Unfurnished,2,1,2,800 sq.ft,UpperHill
Vile Parle,2 BHK Apartment,62000,750 sq.ft,Fully Furnished,2,3,1,650 sq.ft,UpperHill
Vile Parle,2 BHK Apartment,62000,780 sq.ft,Fully Furnished,2,1,1,650 sq.ft,UpperHill
Vile Parle,2 BHK Apartment,62000,1150 sq.ft,Unfurnished,2,Missing,1,950 sq.ft,UpperHill
Worli,2 BHK Apartment,62000,900 sq.ft,Fully Furnished,2,Missing,1,800 sq.ft,UpperHill
Worli,1 BHK Apartment,62000,600 sq.ft,Fully Furnished,1,Missing,1,500 sq.ft,UpperHill
Worli,2 BHK Apartment,62000,1200 sq.ft,Fully Furnished,2,1,2,900 sq.ft,UpperHill
Andheri,2 BHK Apartment,40000,1210 sq.ft,Unfurnished,2,Missing,2,786 sq.ft,Langata
Kurla,3 BHK Apartment,90000,1325 sq.ft,Unfurnished,3,4,1,972 sq.ft,UpperHill
Chembur,3 BHK Apartment,90000,1050 sq.ft,Fully Furnished,2,1,1,Missing,UpperHill
Kurla,3 BHK Apartment,90000,1050 sq.ft,Fully Furnished,2,1,1,Missing,UpperHill
Powai,3 BHK Apartment,90000,1502 sq.ft,Unfurnished,2,Missing,1,950 sq.ft,UpperHill
Prabhadevi,1 BHK Apartment,61000,689 sq.ft,Fully Furnished,1,Missing,1,Missing,UpperHill
Chembur,2 BHK Apartment,60900,1145 sq.ft,Unfurnished,2,2,1,728 sq.ft,UpperHill
Chembur,2 BHK Apartment,60900,1132 sq.ft,Fully Furnished,2,1,1,720 sq.ft,UpperHill
Andheri,3 BHK Apartment,135000,1250 sq.ft,Fully Furnished,3,3,1,958 sq.ft,Lavington
Andheri,2 BHK Apartment,95000,1250 sq.ft,Unfurnished,2,1,1,825 sq.ft,Syokimau
Andheri,3 BHK Apartment,25000,1250 sq.ft,Unfurnished,3,1,2,1050 sq.ft,Kitengela
Andheri,2 BHK Apartment,40000,1250 sq.ft,Unfurnished,2,2,1,950 sq.ft,South C
Andheri,3 BHK Apartment,90000,1250 sq.ft,Fully Furnished,3,2,2,1020 sq.ft,UpperHill
Andheri,3 BHK Apartment,90000,1250 sq.ft,Unfurnished,3,1,2,1020 sq.ft,UpperHill
Andheri,2 BHK Apartment,55000,1250 sq.ft,Unfurnished,2,2,1,750 sq.ft,UpperHill
Andheri,3 BHK Apartment,90000,1250 sq.ft,Unfurnished,3,1,1,791 sq.ft,UpperHill
Andheri,3 BHK Apartment,28000,1250 sq.ft,Unfurnished,3,3,0,Missing,Pipeline
Andheri,2 BHK Apartment,16000,1250 sq.ft,Unfurnished,2,Missing,1,750 sq.ft,Kasarani
Andheri,2 BHK Apartment,28000,1250 sq.ft,Unfurnished,2,3,1,800 sq.ft,Rongai
Andheri,3 BHK Apartment,28000,1252 sq.ft,Unfurnished,2,2,1,878 sq.ft,Pipeline
Andheri,3 BHK Apartment,135000,1280 sq.ft,Fully Furnished,2,1,2,980 sq.ft,Lavington
Andheri,3 BHK Apartment,25000,1282 sq.ft,Unfurnished,3,Missing,1,912 sq.ft,Kitengela
Bandra,2 BHK Apartment,60000,1010 sq.ft,Fully Furnished,2,Missing,1,788 sq.ft,UpperHill
Bandra,1 BHK Apartment,60000,600 sq.ft,Fully Furnished,2,1,1,Missing,UpperHill
Bandra,2 BHK Apartment,60000,800 sq.ft,Fully Furnished,2,Missing,1,650 sq.ft,UpperHill
Bandra,1 BHK Apartment,60000,650 sq.ft,Fully Furnished,1,Missing,1,600 sq.ft,UpperHill
Bandra,1 BHK Apartment,60000,550 sq.ft,Fully Furnished,1,Missing,1,500 sq.ft,UpperHill
Bandra,2 BHK Apartment,60000,950 sq.ft,Unfurnished,2,Missing,1,750 sq.ft,UpperHill
Bandra,2 BHK Apartment,60000,1050 sq.ft,Unfurnished,2,3,2,750 sq.ft,UpperHill
Bandra,2 BHK Apartment,60000,800 sq.ft,Fully Furnished,2,2,1,600 sq.ft,UpperHill
Bandra,2 BHK Apartment,60000,1080 sq.ft,Fully Furnished,2,Missing,1,730 sq.ft,UpperHill
Bandra,1 BHK Apartment,60000,700 sq.ft,Fully Furnished,1,Missing,1,500 sq.ft,UpperHill
Bandra,2 BHK Apartment,60000,1000 sq.ft,Fully Furnished,2,1,1,610 sq.ft,UpperHill
Bandra,2 BHK Apartment,60000,850 sq.ft,Fully Furnished,2,Missing,1,650 sq.ft,UpperHill
Bandra,2 BHK Apartment,60000,900 sq.ft,Fully Furnished,2,Missing,1,700 sq.ft,UpperHill
Bandra,3 BHK Apartment,90000,1020 sq.ft,Fully Furnished,2,Missing,1,850 sq.ft,UpperHill
Bandra,3 BHK Apartment,90000,987 sq.ft,Unfurnished,2,2,1,Missing,UpperHill
Bandra,2 BHK Apartment,60000,1000 sq.ft,Unfurnished,2,Missing,0,Missing,UpperHill
Bandra,2 BHK Apartment,60000,700 sq.ft,Fully Furnished,2,1,1,600 sq.ft,UpperHill
Bhandup,3 BHK Apartment,90000,2100 sq.ft,Fully Furnished,3,Missing,2,1500 sq.ft,UpperHill
Bhandup,3 BHK Apartment,90000,1500 sq.ft,Fully Furnished,3,4,2,1000 sq.ft,UpperHill
Bhandup,3 BHK Apartment,90000,1583 sq.ft,Fully Furnished,3,1,1,1100 sq.ft,UpperHill
Byculla,2 BHK Apartment,60000,1500 sq.ft,Fully Furnished,2,1,1,1100 sq.ft,UpperHill
Byculla,2 BHK Apartment,60000,900 sq.ft,Unfurnished,2,Missing,0,Missing,UpperHill
Chembur,2 BHK Apartment,60000,1150 sq.ft,Unfurnished,2,2,1,800 sq.ft,UpperHill
Chembur,3 BHK Apartment,90000,1450 sq.ft,Fully Furnished,3,Missing,1,950 sq.ft,UpperHill
Chembur,3 BHK Apartment,90000,1200 sq.ft,Fully Furnished,2,Missing,1,1020 sq.ft,UpperHill
Chembur,3 BHK Apartment,90000,1400 sq.ft,Unfurnished,3,Missing,1,900 sq.ft,UpperHill
Chembur,2 BHK Apartment,60000,800 sq.ft,Fully Furnished,2,Missing,1,700 sq.ft,UpperHill
Chembur,2 BHK Apartment,60000,755 sq.ft,Fully Furnished,2,Missing,1,700 sq.ft,UpperHill
Chembur,2 BHK Apartment,60000,850 sq.ft,Fully Furnished,2,Missing,1,700 sq.ft,UpperHill
Chembur,2 BHK Apartment,60000,850 sq.ft,Fully Furnished,2,Missing,1,700 sq.ft,UpperHill
Chembur,2 BHK Apartment,60000,800 sq.ft,Fully Furnished,2,Missing,1,700 sq.ft,UpperHill
Chembur,2 BHK Apartment,60000,750 sq.ft,Fully Furnished,2,Missing,1,700 sq.ft,UpperHill
Chembur,2 BHK Apartment,60000,850 sq.ft,Fully Furnished,2,Missing,1,700 sq.ft,UpperHill
Chembur,2 BHK Apartment,60000,780 sq.ft,Fully Furnished,2,Missing,1,700 sq.ft,UpperHill
Chembur,3 BHK Apartment,90000,1200 sq.ft,Unfurnished,2,1,1,1000 sq.ft,UpperHill
Chembur,2 BHK Apartment,60000,750 sq.ft,Fully Furnished,2,Missing,1,600 sq.ft,UpperHill
Chembur,2 BHK Apartment,60000,800 sq.ft,Unfurnished,2,2,1,750 sq.ft,UpperHill
Chembur,2 BHK Apartment,60000,1000 sq.ft,Unfurnished,2,1,1,790 sq.ft,UpperHill
Chembur,3 BHK Apartment,90000,1500 sq.ft,Fully Furnished,3,2,2,1100 sq.ft,UpperHill
Chembur,2 BHK Apartment,60000,700 sq.ft,Fully Furnished,2,2,2,650 sq.ft,UpperHill
Chembur,2 BHK Apartment,60000,750 sq.ft,Fully Furnished,2,Missing,2,700 sq.ft,UpperHill
Chembur,3 BHK Apartment,90000,1500 sq.ft,Unfurnished,3,Missing,1,1100 sq.ft,UpperHill
Chembur,3 BHK Apartment,90000,1600 sq.ft,Unfurnished,3,Missing,1,1200 sq.ft,UpperHill
Chembur,2 BHK Apartment,60000,890 sq.ft,Fully Furnished,2,Missing,1,700 sq.ft,UpperHill
Chembur,2 BHK Apartment,60000,880 sq.ft,Fully Furnished,2,Missing,1,750 sq.ft,UpperHill
Dadar,2 BHK Apartment,60000,900 sq.ft,Unfurnished,2,Missing,1,650 sq.ft,UpperHill
Dadar,2 BHK Apartment,60000,900 sq.ft,Fully Furnished,2,1,1,Missing,UpperHill
Dadar,2 BHK Apartment,60000,750 sq.ft,Fully Furnished,2,1,2,615 sq.ft,UpperHill
Dadar,2 BHK Apartment,60000,950 sq.ft,Unfurnished,2,Missing,1,750 sq.ft,UpperHill
Dadar,2 BHK Apartment,60000,990 sq.ft,Unfurnished,2,1,1,800 sq.ft,UpperHill
Dadar,2 BHK Apartment,60000,990 sq.ft,Fully Furnished,2,2,1,800 sq.ft,UpperHill
Dadar,2 BHK Apartment,60000,860 sq.ft,Fully Furnished,2,2,0,766 sq.ft,UpperHill
Dadar,2 BHK Apartment,60000,850 sq.ft,Fully Furnished,2,Missing,1,Missing,UpperHill
Dadar,2 BHK Apartment,60000,750 sq.ft,Unfurnished,2,Missing,1,650 sq.ft,UpperHill
Dadar,2 BHK Apartment,60000,850 sq.ft,Fully Furnished,1,Missing,0,750 sq.ft,UpperHill
Dadar,2 BHK Apartment,60000,825 sq.ft,Fully Furnished,1,Missing,0,400 sq.ft,UpperHill
Dadar,2 BHK Apartment,60000,970 sq.ft,Fully Furnished,2,Missing,0,850 sq.ft,UpperHill
Fort,2 BHK Apartment,60000,650 sq.ft,Unfurnished,1,Missing,0,540 sq.ft,UpperHill
Ghatkopar,3 BHK Apartment,90000,950 sq.ft,Fully Furnished,2,Missing,1,870 sq.ft,UpperHill
Ghatkopar,3 BHK Apartment,90000,1800 sq.ft,Fully Furnished,3,Missing,3,1300 sq.ft,UpperHill
Ghatkopar,3 BHK Apartment,90000,1500 sq.ft,Fully Furnished,3,1,1,Missing,UpperHill
Ghatkopar,3 BHK Apartment,90000,1450 sq.ft,Unfurnished,3,1,1,1150 sq.ft,UpperHill
Ghatkopar,3 BHK Apartment,90000,1700 sq.ft,Unfurnished,3,Missing,0,Missing,UpperHill
Ghatkopar,3 BHK Apartment,90000,1557 sq.ft,Unfurnished,3,Missing,0,Missing,UpperHill
Ghatkopar,3 BHK Apartment,90000,1360 sq.ft,Fully Furnished,2,Missing,1,875 sq.ft,UpperHill
Ghatkopar,3 BHK Apartment,90000,1850 sq.ft,Fully Furnished,3,Missing,2,1150 sq.ft,UpperHill
Ghatkopar,3 BHK Apartment,90000,900 sq.ft,Fully Furnished,2,Missing,1,Missing,UpperHill
Ghatkopar,3 BHK Apartment,90000,850 sq.ft,Fully Furnished,3,Missing,1,Missing,UpperHill
Ghatkopar,3 BHK Apartment,90000,1275 sq.ft,Fully Furnished,3,Missing,1,900 sq.ft,UpperHill
Ghatkopar,2 BHK Apartment,60000,950 sq.ft,Fully Furnished,2,Missing,1,Missing,UpperHill
Ghatkopar,3 BHK Apartment,90000,1360 sq.ft,Fully Furnished,Missing,Missing,0,Missing,UpperHill
Girgaon,1 BHK Apartment,60000,650 sq.ft,Fully Furnished,2,Missing,0,510 sq.ft,UpperHill
Goregaon,3 BHK Apartment,90000,1800 sq.ft,Unfurnished,3,2,1,1100 sq.ft,UpperHill
Goregaon,3 BHK Apartment,90000,1200 sq.ft,Unfurnished,3,3,1,900 sq.ft,UpperHill
Goregaon,2 BHK Apartment,60000,1300 sq.ft,Unfurnished,2,2,1,1080 sq.ft,UpperHill
Goregaon,3 BHK Apartment,90000,1100 sq.ft,Fully Furnished,3,2,2,Missing,UpperHill
Goregaon,3 BHK Apartment,90000,1272 sq.ft,Fully Furnished,3,Missing,1,1060 sq.ft,UpperHill
Goregaon,2 BHK Apartment,60000,850 sq.ft,Unfurnished,2,2,1,750 sq.ft,UpperHill
Goregaon,3 BHK Apartment,90000,1100 sq.ft,Unfurnished,3,Missing,1,930 sq.ft,UpperHill
Goregaon,3 BHK Apartment,90000,1900 sq.ft,Unfurnished,3,3,2,1100 sq.ft,UpperHill
Goregaon,3 BHK Apartment,90000,1900 sq.ft,Unfurnished,3,3,2,1180 sq.ft,UpperHill
Goregaon,3 BHK Apartment,90000,1800 sq.ft,Unfurnished,3,3,1,1200 sq.ft,UpperHill
Goregaon,3 BHK Apartment,90000,1750 sq.ft,Unfurnished,3,1,2,1080 sq.ft,UpperHill
Govandi,3 BHK Apartment,90000,1528 sq.ft,Unfurnished,2,Missing,1,910 sq.ft,UpperHill
Govandi,3 BHK Apartment,90000,1250 sq.ft,Unfurnished,2,2,2,850 sq.ft,UpperHill
Govandi,2 BHK Apartment,60000,1000 sq.ft,Fully Furnished,2,1,1,850 sq.ft,UpperHill
Grant Road,1 BHK Apartment,60000,750 sq.ft,Fully Furnished,1,Missing,0,550 sq.ft,UpperHill
Jogeshwari,2 BHK Apartment,60000,921 sq.ft,Fully Furnished,2,3,2,852 sq.ft,UpperHill
Jogeshwari,3 BHK Apartment,90000,1200 sq.ft,Unfurnished,3,Missing,0,850 sq.ft,UpperHill
Jogeshwari,3 BHK Apartment,90000,1440 sq.ft,Fully Furnished,3,3,1,1000 sq.ft,UpperHill
Jogeshwari,3 BHK Apartment,90000,1400 sq.ft,Fully Furnished,3,Missing,1,1200 sq.ft,UpperHill
Jogeshwari,3 BHK Apartment,90000,1400 sq.ft,Fully Furnished,3,2,1,950 sq.ft,UpperHill
Juhu,2 BHK Apartment,60000,870 sq.ft,Fully Furnished,2,1,1,670 sq.ft,UpperHill
Juhu,2 BHK Apartment,60000,1080 sq.ft,Fully Furnished,2,Missing,1,900 sq.ft,UpperHill
Juhu,2 BHK Apartment,60000,1100 sq.ft,Fully Furnished,2,1,1,750 sq.ft,UpperHill
Juhu,1 BHK Apartment,60000,600 sq.ft,Fully Furnished,1,Missing,1,475 sq.ft,UpperHill
Juhu,1 BHK Apartment,60000,600 sq.ft,Fully Furnished,1,Missing,1,450 sq.ft,UpperHill
Juhu,2 BHK Apartment,60000,750 sq.ft,Fully Furnished,2,Missing,0,500 sq.ft,UpperHill
Juhu,2 BHK Apartment,60000,720 sq.ft,Fully Furnished,1,Missing,1,620 sq.ft,UpperHill
Khar,2 BHK Apartment,60000,850 sq.ft,Fully Furnished,2,1,2,750 sq.ft,UpperHill
Khar,1 BHK Apartment,60000,1000 sq.ft,Fully Furnished,1,1,1,950 sq.ft,UpperHill
Khar,2 BHK Apartment,60000,1000 sq.ft,Fully Furnished,2,1,0,750 sq.ft,UpperHill
Khar,1 BHK Apartment,60000,600 sq.ft,Fully Furnished,2,Missing,1,550 sq.ft,UpperHill
Khar,1 BHK Apartment,60000,550 sq.ft,Fully Furnished,1,Missing,1,500 sq.ft,UpperHill
Khar,1 BHK Apartment,60000,800 sq.ft,Fully Furnished,1,1,1,550 sq.ft,UpperHill
Khar,2 BHK Apartment,60000,750 sq.ft,Unfurnished,2,2,1,650 sq.ft,UpperHill
Khar,2 BHK Apartment,60000,700 sq.ft,Unfurnished,2,2,1,650 sq.ft,UpperHill
Khar,2 BHK Apartment,60000,950 sq.ft,Fully Furnished,3,2,1,850 sq.ft,UpperHill
Khar,1 BHK Apartment,60000,700 sq.ft,Fully Furnished,1,Missing,1,600 sq.ft,UpperHill
Khar,2 BHK Apartment,60000,850 sq.ft,Fully Furnished,2,1,2,750 sq.ft,UpperHill
Khar,2 BHK Apartment,60000,800 sq.ft,Fully Furnished,2,Missing,1,700 sq.ft,UpperHill
Khar,2 BHK Apartment,60000,1000 sq.ft,Fully Furnished,2,Missing,1,800 sq.ft,UpperHill
Khar,2 BHK Apartment,60000,850 sq.ft,Fully Furnished,2,Missing,1,750 sq.ft,UpperHill
Khar,2 BHK Apartment,60000,1000 sq.ft,Fully Furnished,2,Missing,1,900 sq.ft,UpperHill
Khar,1 BHK Apartment,60000,685 sq.ft,Fully Furnished,Missing,Missing,0,475 sq.ft,UpperHill
Khar,2 BHK Apartment,60000,850 sq.ft,Fully Furnished,2,Missing,0,Missing,UpperHill
Khar,1 BHK Apartment,60000,685 sq.ft,Fully Furnished,Missing,Missing,0,475 sq.ft,UpperHill
Kurla,3 BHK Apartment,90000,1450 sq.ft,Fully Furnished,3,Missing,1,950 sq.ft,UpperHill
Kurla,2 BHK Apartment,60000,1300 sq.ft,Unfurnished,2,Missing,1,1000 sq.ft,UpperHill
Kurla,2 BHK Apartment,60000,800 sq.ft,Unfurnished,2,2,1,750 sq.ft,UpperHill
Kurla,3 BHK Apartment,90000,1600 sq.ft,Unfurnished,3,Missing,1,1200 sq.ft,UpperHill
Kurla,3 BHK Apartment,90000,1560 sq.ft,Fully Furnished,4,Missing,1,1250 sq.ft,UpperHill
Lalbaug,2 BHK Apartment,60000,780 sq.ft,Unfurnished,2,Missing,1,620 sq.ft,UpperHill
Lokhandwala,2 BHK Apartment,60000,900 sq.ft,Fully Furnished,2,Missing,1,700 sq.ft,UpperHill
Lokhandwala,2 BHK Apartment,60000,900 sq.ft,Fully Furnished,2,Missing,1,700 sq.ft,UpperHill
Lokhandwala,2 BHK Apartment,60000,870 sq.ft,Fully Furnished,2,Missing,1,Missing,UpperHill
Lokhandwala,2 BHK Apartment,60000,1000 sq.ft,Fully Furnished,2,Missing,1,700 sq.ft,UpperHill
Mahalakshmi,1 RK Apartment,60000,550 sq.ft,Fully Furnished,1,Missing,0,450 sq.ft,UpperHill
Mahalakshmi,2 BHK Apartment,60000,900 sq.ft,Fully Furnished,2,1,1,785 sq.ft,UpperHill
Mahim,2 BHK Apartment,60000,900 sq.ft,Fully Furnished,2,Missing,0,750 sq.ft,UpperHill
Mahim,2 BHK Apartment,60000,1000 sq.ft,Fully Furnished,2,Missing,1,800 sq.ft,UpperHill
Mahim,2 BHK Apartment,60000,950 sq.ft,Fully Furnished,2,Missing,1,800 sq.ft,UpperHill
Mahim,2 BHK Apartment,60000,650 sq.ft,Fully Furnished,2,1,0,550 sq.ft,UpperHill
Mahim,2 BHK Apartment,60000,800 sq.ft,Fully Furnished,2,1,1,750 sq.ft,UpperHill
Mahim,2 BHK Apartment,60000,1150 sq.ft,Fully Furnished,2,3,1,Missing,UpperHill
Mahim,1 BHK Apartment,60000,900 sq.ft,Fully Furnished,1,Missing,1,500 sq.ft,UpperHill
Mahim,1 BHK Apartment,60000,900 sq.ft,Fully Furnished,1,Missing,1,500 sq.ft,UpperHill
Mahim,2 BHK Apartment,60000,1150 sq.ft,Fully Furnished,2,3,1,950 sq.ft,UpperHill
Mahim,2 BHK Apartment,60000,850 sq.ft,Fully Furnished,2,Missing,0,628 sq.ft,UpperHill
Mahim,2 BHK Apartment,60000,800 sq.ft,Fully Furnished,2,1,1,700 sq.ft,UpperHill
Mahim,2 BHK Apartment,60000,800 sq.ft,Fully Furnished,2,1,1,Missing,UpperHill
Mahim,2 BHK Apartment,60000,800 sq.ft,Unfurnished,1,Missing,0,Missing,UpperHill
Malabar Hill,1 RK Apartment,60000,500 sq.ft,Fully Furnished,Missing,Missing,0,Missing,UpperHill
Malad,2 BHK Apartment,60000,1300 sq.ft,Fully Furnished,2,1,1,900 sq.ft,UpperHill
Malad,2 BHK Apartment,60000,850 sq.ft,Fully Furnished,2,1,1,785 sq.ft,UpperHill
Malad,3 BHK Apartment,90000,1850 sq.ft,Fully Furnished,3,Missing,2,1125 sq.ft,UpperHill
Malad,3 BHK Apartment,90000,1500 sq.ft,Fully Furnished,3,1,1,1000 sq.ft,UpperHill
Malad,1 BHK Apartment,60000,1250 sq.ft,Fully Furnished,1,Missing,0,1000 sq.ft,UpperHill
Mulund,3 BHK Apartment,90000,1300 sq.ft,Fully Furnished,3,2,1,1100 sq.ft,UpperHill
Mulund,3 BHK Apartment,90000,1500 sq.ft,Fully Furnished,3,Missing,1,1250 sq.ft,UpperHill
Parel,2 BHK Apartment,60000,750 sq.ft,Fully Furnished,2,Missing,0,Missing,UpperHill
Parel,2 BHK Apartment,60000,780 sq.ft,Unfurnished,2,Missing,1,620 sq.ft,UpperHill
Parel,2 BHK Apartment,60000,720 sq.ft,Unfurnished,1,2,0,631 sq.ft,UpperHill
Parel,2 BHK Apartment,60000,950 sq.ft,Unfurnished,2,1,1,780 sq.ft,UpperHill
Parel,2 BHK Apartment,60000,800 sq.ft,Unfurnished,2,2,1,750 sq.ft,UpperHill
Parel,2 BHK Apartment,60000,700 sq.ft,Fully Furnished,2,Missing,0,Missing,UpperHill
Parel,2 BHK Apartment,60000,1050 sq.ft,Fully Furnished,2,2,1,650 sq.ft,UpperHill
Parel,2 BHK Apartment,60000,750 sq.ft,Fully Furnished,2,Missing,2,575 sq.ft,UpperHill
